date	expver	temp2m	ewvf	swvf	latitude	longitude
2012-03-29	1	-56.932816			-75.0	123.0
2012-03-29	5				-75.0	123.0
2012-03-30	1	-58.141663			-75.0	123.0
2012-03-30	5				-75.0	123.0
2012-03-31	1	-60.284546			-75.0	123.0
2012-03-31	5				-75.0	123.0
2012-04-01	1		2.1530852	-0.14174795	-75.0	123.0
2012-04-01	5		2.1530852	-0.14174795	-75.0	123.0
2012-04-02	1		2.446479	-2.7679944	-75.0	123.0
2012-04-02	5		2.446479	-2.7679944	-75.0	123.0
2012-04-03	1		0.8448364	-1.9039674	-75.0	123.0
2012-04-03	5		0.8448364	-1.9039674	-75.0	123.0
2012-04-04	1		0.19936967	2.717363	-75.0	123.0
2012-04-04	5		0.19936967	2.717363	-75.0	123.0
2012-04-05	1		11.9293585	5.503648	-75.0	123.0
2012-04-05	5		11.9293585	5.503648	-75.0	123.0
2012-04-06	1		11.192507	3.5589128	-75.0	123.0
2012-04-06	5		11.192507	3.5589128	-75.0	123.0
2012-04-07	1		2.817791	-1.0902896	-75.0	123.0
2012-04-07	5		2.817791	-1.0902896	-75.0	123.0
2012-04-08	1		4.7907453	-2.0244455	-75.0	123.0
2012-04-08	5		4.7907453	-2.0244455	-75.0	123.0
2012-04-09	1		9.044477	2.3658185	-75.0	123.0
2012-04-09	5		9.044477	2.3658185	-75.0	123.0
2012-04-10	1		9.179151	2.3838003	-75.0	123.0
2012-04-10	5		9.179151	2.3838003	-75.0	123.0
2012-04-11	1		2.6956236	-2.2761912	-75.0	123.0
2012-04-11	5		2.6956236	-2.2761912	-75.0	123.0
2012-04-12	1		2.782199	-0.19029903	-75.0	123.0
2012-04-12	5		2.782199	-0.19029903	-75.0	123.0
2012-04-13	1		2.3329694	-0.4995861	-75.0	123.0
2012-04-13	5		2.3329694	-0.4995861	-75.0	123.0
2012-04-14	1		2.2011826	-0.7009826	-75.0	123.0
2012-04-14	5		2.2011826	-0.7009826	-75.0	123.0
2012-04-15	1		2.0241842	-1.4202561	-75.0	123.0
2012-04-15	5		2.0241842	-1.4202561	-75.0	123.0
2012-04-16	1		3.7422225	-1.5299454	-75.0	123.0
2012-04-16	5		3.7422225	-1.5299454	-75.0	123.0
2012-04-17	1		3.034229	0.0057029724	-75.0	123.0
2012-04-17	5		3.034229	0.0057029724	-75.0	123.0
2012-04-18	1		0.88908607	0.0731349	-75.0	123.0
2012-04-18	5		0.88908607	0.0731349	-75.0	123.0
2012-04-19	1		1.294066	0.297009	-75.0	123.0
2012-04-19	5		1.294066	0.297009	-75.0	123.0
2012-04-20	1		1.5181999	0.16394329	-75.0	123.0
2012-04-20	5		1.5181999	0.16394329	-75.0	123.0
2012-04-21	1		0.8323311	-0.12466526	-75.0	123.0
2012-04-21	5		0.8323311	-0.12466526	-75.0	123.0
2012-04-22	1		0.5100787	-1.0911884	-75.0	123.0
2012-04-22	5		0.5100787	-1.0911884	-75.0	123.0
2012-04-23	1		-0.0613181	-1.3851914	-75.0	123.0
2012-04-23	5		-0.0613181	-1.3851914	-75.0	123.0
2012-04-24	1		0.22919005	-2.765297	-75.0	123.0
2012-04-24	5		0.22919005	-2.765297	-75.0	123.0
2012-04-25	1		-1.4272836	-1.6684055	-75.0	123.0
2012-04-25	5		-1.4272836	-1.6684055	-75.0	123.0
2012-04-26	1		1.0458834	-0.005085945	-75.0	123.0
2012-04-26	5		1.0458834	-0.005085945	-75.0	123.0
2012-04-27	1		0.5552903	1.4415524	-75.0	123.0
2012-04-27	5		0.5552903	1.4415524	-75.0	123.0
2012-04-28	1		1.3883369	0.33477068	-75.0	123.0
2012-04-28	5		1.3883369	0.33477068	-75.0	123.0
2012-04-29	1		1.3460112	-0.6416426	-75.0	123.0
2012-04-29	5		1.3460112	-0.6416426	-75.0	123.0
2012-04-30	1		-0.7144805	2.8935852	-75.0	123.0
2012-04-30	5		-0.7144805	2.8935852	-75.0	123.0
2012-05-01	1		-0.15655094	2.1976883	-75.0	123.0
2012-05-01	5		-0.15655094	2.1976883	-75.0	123.0
2012-05-02	1		2.0482328	0.72767353	-75.0	123.0
2012-05-02	5		2.0482328	0.72767353	-75.0	123.0
2012-05-03	1		2.2271552	0.9128866	-75.0	123.0
2012-05-03	5		2.2271552	0.9128866	-75.0	123.0
2012-05-04	1		3.3535955	-0.52925634	-75.0	123.0
2012-05-04	5		3.3535955	-0.52925634	-75.0	123.0
2012-05-05	1		2.2040684	-1.2485294	-75.0	123.0
2012-05-05	5		2.2040684	-1.2485294	-75.0	123.0
2012-05-06	1		7.0147676	-0.57870626	-75.0	123.0
2012-05-06	5		7.0147676	-0.57870626	-75.0	123.0
2012-05-07	1		6.904144	2.4278557	-75.0	123.0
2012-05-07	5		6.904144	2.4278557	-75.0	123.0
2012-05-08	1		14.043719	18.70411	-75.0	123.0
2012-05-08	5		14.043719	18.70411	-75.0	123.0
2012-05-09	1		24.067213	24.505947	-75.0	123.0
2012-05-09	5		24.067213	24.505947	-75.0	123.0
2012-05-10	1		22.848425	8.287235	-75.0	123.0
2012-05-10	5		22.848425	8.287235	-75.0	123.0
2012-05-11	1		5.471804	-1.3519249	-75.0	123.0
2012-05-11	5		5.471804	-1.3519249	-75.0	123.0
2012-05-12	1		8.120046	-1.9165545	-75.0	123.0
2012-05-12	5		8.120046	-1.9165545	-75.0	123.0
2012-05-13	1		7.483236	-2.1107583	-75.0	123.0
2012-05-13	5		7.483236	-2.1107583	-75.0	123.0
2012-05-14	1		4.478112	-2.4146514	-75.0	123.0
2012-05-14	5		4.478112	-2.4146514	-75.0	123.0
2012-05-15	1		1.7096274	-2.747315	-75.0	123.0
2012-05-15	5		1.7096274	-2.747315	-75.0	123.0
2012-05-16	1		-0.4268582	-1.8778934	-75.0	123.0
2012-05-16	5		-0.4268582	-1.8778934	-75.0	123.0
2012-05-17	1		-0.6173238	0.21698952	-75.0	123.0
2012-05-17	5		-0.6173238	0.21698952	-75.0	123.0
2012-05-18	1		0.66976196	0.25385237	-75.0	123.0
2012-05-18	5		0.66976196	0.25385237	-75.0	123.0
2012-05-19	1		0.35809106	-0.84483767	-75.0	123.0
2012-05-19	5		0.35809106	-0.84483767	-75.0	123.0
2012-05-20	1		-0.52497685	-0.23884964	-75.0	123.0
2012-05-20	5		-0.52497685	-0.23884964	-75.0	123.0
2012-05-21	1		-1.4272836	2.135651	-75.0	123.0
2012-05-21	5		-1.4272836	2.135651	-75.0	123.0
2012-05-22	1		0.63897973	2.194991	-75.0	123.0
2012-05-22	5		0.63897973	2.194991	-75.0	123.0
2012-05-23	1		1.3864131	1.1664302	-75.0	123.0
2012-05-23	5		1.3864131	1.1664302	-75.0	123.0
2012-05-24	1		1.2228818	0.25385237	-75.0	123.0
2012-05-24	5		1.2228818	0.25385237	-75.0	123.0
2012-05-25	1		0.19071215	0.43906546	-75.0	123.0
2012-05-25	5		0.19071215	0.43906546	-75.0	123.0
2012-05-26	1		-0.012258828	0.38961506	-75.0	123.0
2012-05-26	5		-0.012258828	0.38961506	-75.0	123.0
2012-05-27	1		0.83521694	0.36444044	-75.0	123.0
2012-05-27	5		0.83521694	0.36444044	-75.0	123.0
2012-05-28	1		0.30422193	0.611691	-75.0	123.0
2012-05-28	5		0.30422193	0.611691	-75.0	123.0
2012-05-29	1		-0.12769252	0.3527527	-75.0	123.0
2012-05-29	5		-0.12769252	0.3527527	-75.0	123.0
2012-05-30	1		-0.08921462	-0.1786108	-75.0	123.0
2012-05-30	5		-0.08921462	-0.1786108	-75.0	123.0
2012-05-31	1		1.6903884	2.558224	-75.0	123.0
2012-05-31	5		1.6903884	2.558224	-75.0	123.0
2012-06-01	1		1.3633263	3.6650057	-75.0	123.0
2012-06-01	5		1.3633263	3.6650057	-75.0	123.0
2012-06-02	1		1.0670464	-0.51576996	-75.0	123.0
2012-06-02	5		1.0670464	-0.51576996	-75.0	123.0
2012-06-03	1		1.5730307	-2.2636037	-75.0	123.0
2012-06-03	5		1.5730307	-2.2636037	-75.0	123.0
2012-06-04	1		4.569497	0.926373	-75.0	123.0
2012-06-04	5		4.569497	0.926373	-75.0	123.0
2012-06-05	1		3.8211024	-1.4939814	-75.0	123.0
2012-06-05	5		3.8211024	-1.4939814	-75.0	123.0
2012-06-06	1		0.8044347	-1.3357415	-75.0	123.0
2012-06-06	5		0.8044347	-1.3357415	-75.0	123.0
2012-06-07	1		0.45236188	-0.8493328	-75.0	123.0
2012-06-07	5		0.45236188	-0.8493328	-75.0	123.0
2012-06-08	1		0.09066957	-0.026664257	-75.0	123.0
2012-06-08	5		0.09066957	-0.026664257	-75.0	123.0
2012-06-09	1		-0.7212141	1.252743	-75.0	123.0
2012-06-09	5		-0.7212141	1.252743	-75.0	123.0
2012-06-10	1		-0.29699528	1.2509449	-75.0	123.0
2012-06-10	5		-0.29699528	1.2509449	-75.0	123.0
2012-06-11	1		2.1078737	4.074991	-75.0	123.0
2012-06-11	5		2.1078737	4.074991	-75.0	123.0
2012-06-12	1		15.712698	23.036833	-75.0	123.0
2012-06-12	5		15.712698	23.036833	-75.0	123.0
2012-06-13	1		23.572771	32.39098	-75.0	123.0
2012-06-13	5		23.572771	32.39098	-75.0	123.0
2012-06-14	1		9.95929	5.6870627	-75.0	123.0
2012-06-14	5		9.95929	5.6870627	-75.0	123.0
2012-06-15	1		2.10114	-0.8169656	-75.0	123.0
2012-06-15	5		2.10114	-0.8169656	-75.0	123.0
2012-06-16	1		2.2386985	-0.95902205	-75.0	123.0
2012-06-16	5		2.2386985	-0.95902205	-75.0	123.0
2012-06-17	1		0.86215156	2.4260576	-75.0	123.0
2012-06-17	5		0.86215156	2.4260576	-75.0	123.0
2012-06-18	1		3.5786912	3.815154	-75.0	123.0
2012-06-18	5		3.5786912	3.815154	-75.0	123.0
2012-06-19	1		6.1932645	3.7881813	-75.0	123.0
2012-06-19	5		6.1932645	3.7881813	-75.0	123.0
2012-06-20	1		8.242213	4.8589993	-75.0	123.0
2012-06-20	5		8.242213	4.8589993	-75.0	123.0
2012-06-21	1		8.181611	16.401537	-75.0	123.0
2012-06-21	5		8.181611	16.401537	-75.0	123.0
2012-06-22	1		2.9515016	2.8027768	-75.0	123.0
2012-06-22	5		2.9515016	2.8027768	-75.0	123.0
2012-06-23	1		1.5778406	2.1895964	-75.0	123.0
2012-06-23	5		1.5778406	2.1895964	-75.0	123.0
2012-06-24	1		1.0516553	2.5528295	-75.0	123.0
2012-06-24	5		1.0516553	2.5528295	-75.0	123.0
2012-06-25	1		0.8400267	-0.38540173	-75.0	123.0
2012-06-25	5		0.8400267	-0.38540173	-75.0	123.0
2012-06-26	1		-0.9665108	0.61978245	-75.0	123.0
2012-06-26	5		-0.9665108	0.61978245	-75.0	123.0
2012-06-27	1		-0.086328745	0.025483131	-75.0	123.0
2012-06-27	5		-0.086328745	0.025483131	-75.0	123.0
2012-06-28	1		0.14357668	0.0066022873	-75.0	123.0
2012-06-28	5		0.14357668	0.0066022873	-75.0	123.0
2012-06-29	1		0.3282706	-1.5937805	-75.0	123.0
2012-06-29	5		0.3282706	-1.5937805	-75.0	123.0
2012-06-30	1		-1.2945349	2.251634	-75.0	123.0
2012-06-30	5		-1.2945349	2.251634	-75.0	123.0
2012-07-01	1		0.14357668	3.9401278	-75.0	123.0
2012-07-01	5		0.14357668	3.9401278	-75.0	123.0
2012-07-02	1		0.6591806	2.0313563	-75.0	123.0
2012-07-02	5		0.6591806	2.0313563	-75.0	123.0
2012-07-03	1		0.23496175	0.07493305	-75.0	123.0
2012-07-03	5		0.23496175	0.07493305	-75.0	123.0
2012-07-04	1		0.44466633	0.3033023	-75.0	123.0
2012-07-04	5		0.44466633	0.3033023	-75.0	123.0
2012-07-05	1		0.45139986	0.41119337	-75.0	123.0
2012-07-05	5		0.45139986	0.41119337	-75.0	123.0
2012-07-06	1		1.2421207	0.19631052	-75.0	123.0
2012-07-06	5		1.2421207	0.19631052	-75.0	123.0
2012-07-07	1		0.5995398	-0.1642251	-75.0	123.0
2012-07-07	5		0.5995398	-0.1642251	-75.0	123.0
2012-07-08	1		1.7750399	0.31948614	-75.0	123.0
2012-07-08	5		1.7750399	0.31948614	-75.0	123.0
2012-07-09	1		2.3320074	0.24935675	-75.0	123.0
2012-07-09	5		2.3320074	0.24935675	-75.0	123.0
2012-07-10	1		1.4960749	-0.16602325	-75.0	123.0
2012-07-10	5		1.4960749	-0.16602325	-75.0	123.0
2012-07-11	1		1.5557158	-0.35393333	-75.0	123.0
2012-07-11	5		1.5557158	-0.35393333	-75.0	123.0
2012-07-12	1		1.8240991	0.495708	-75.0	123.0
2012-07-12	5		1.8240991	0.495708	-75.0	123.0
2012-07-13	1		1.7981265	-1.1487303	-75.0	123.0
2012-07-13	5		1.7981265	-1.1487303	-75.0	123.0
2012-07-14	1		0.13684309	0.12438345	-75.0	123.0
2012-07-14	5		0.13684309	0.12438345	-75.0	123.0
2012-07-15	1		0.5437469	0.30599976	-75.0	123.0
2012-07-15	5		0.5437469	0.30599976	-75.0	123.0
2012-07-16	1		1.1930616	-0.3422451	-75.0	123.0
2012-07-16	5		1.1930616	-0.3422451	-75.0	123.0
2012-07-17	1		0.8544559	-0.9149666	-75.0	123.0
2012-07-17	5		0.8544559	-0.9149666	-75.0	123.0
2012-07-18	1		-0.45860246	0.47592783	-75.0	123.0
2012-07-18	5		-0.45860246	0.47592783	-75.0	123.0
2012-07-19	1		-0.6981274	1.9234655	-75.0	123.0
2012-07-19	5		-0.6981274	1.9234655	-75.0	123.0
2012-07-20	1		3.6854675	3.4663064	-75.0	123.0
2012-07-20	5		3.6854675	3.4663064	-75.0	123.0
2012-07-21	1		5.6439924	4.1226435	-75.0	123.0
2012-07-21	5		5.6439924	4.1226435	-75.0	123.0
2012-07-22	1		3.9576986	2.8702087	-75.0	123.0
2012-07-22	5		3.9576986	2.8702087	-75.0	123.0
2012-07-23	1		1.0987906	-0.25413418	-75.0	123.0
2012-07-23	5		1.0987906	-0.25413418	-75.0	123.0
2012-07-24	1		-0.8308762	0.75284815	-75.0	123.0
2012-07-24	5		-0.8308762	0.75284815	-75.0	123.0
2012-07-25	1		-0.68081236	0.7654357	-75.0	123.0
2012-07-25	5		-0.68081236	0.7654357	-75.0	123.0
2012-07-26	1		-0.76353985	0.4013033	-75.0	123.0
2012-07-26	5		-0.76353985	0.4013033	-75.0	123.0
2012-07-27	1		-0.66253537	0.68361807	-75.0	123.0
2012-07-27	5		-0.66253537	0.68361807	-75.0	123.0
2012-07-28	1		1.1199534	0.23137522	-75.0	123.0
2012-07-28	5		1.1199534	0.23137522	-75.0	123.0
2012-07-29	1		1.295028	-0.38989735	-75.0	123.0
2012-07-29	5		1.295028	-0.38989735	-75.0	123.0
2012-07-30	1		1.5682211	-0.48520088	-75.0	123.0
2012-07-30	5		1.5682211	-0.48520088	-75.0	123.0
2012-07-31	1		1.6759591	0.72857285	-75.0	123.0
2012-07-31	5		1.6759591	0.72857285	-75.0	123.0
2012-08-01	1		1.9645436	2.5411413	-75.0	123.0
2012-08-01	5		1.9645436	2.5411413	-75.0	123.0
2012-08-02	1		1.8125558	0.29880714	-75.0	123.0
2012-08-02	5		1.8125558	0.29880714	-75.0	123.0
2012-08-03	1		0.9237161	0.93086815	-75.0	123.0
2012-08-03	5		0.9237161	0.93086815	-75.0	123.0
2012-08-04	1		3.4103506	1.525168	-75.0	123.0
2012-08-04	5		3.4103506	1.525168	-75.0	123.0
2012-08-05	1		3.971166	3.1821935	-75.0	123.0
2012-08-05	5		3.971166	3.1821935	-75.0	123.0
2012-08-06	1		2.8803174	2.3981857	-75.0	123.0
2012-08-06	5		2.8803174	2.3981857	-75.0	123.0
2012-08-07	1		2.045347	1.9621263	-75.0	123.0
2012-08-07	5		2.045347	1.9621263	-75.0	123.0
2012-08-08	1		-1.3695668	2.5123703	-75.0	123.0
2012-08-08	5		-1.3695668	2.5123703	-75.0	123.0
2012-08-09	1		-1.8582361	1.8964927	-75.0	123.0
2012-08-09	5		-1.8582361	1.8964927	-75.0	123.0
2012-08-10	1		-3.9062223	1.4442496	-75.0	123.0
2012-08-10	5		-3.9062223	1.4442496	-75.0	123.0
2012-08-11	1		0.6091593	-1.0929866	-75.0	123.0
2012-08-11	5		0.6091593	-1.0929866	-75.0	123.0
2012-08-12	1		0.3898353	0.8796201	-75.0	123.0
2012-08-12	5		0.3898353	0.8796201	-75.0	123.0
2012-08-13	1		-0.3585599	0.8922076	-75.0	123.0
2012-08-13	5		-0.3585599	0.8922076	-75.0	123.0
2012-08-14	1		1.9674294	-0.50767803	-75.0	123.0
2012-08-14	5		1.9674294	-0.50767803	-75.0	123.0
2012-08-15	1		5.292882	3.7126575	-75.0	123.0
2012-08-15	5		5.292882	3.7126575	-75.0	123.0
2012-08-16	1		5.2784524	4.3806825	-75.0	123.0
2012-08-16	5		5.2784524	4.3806825	-75.0	123.0
2012-08-17	1		2.1915631	5.671778	-75.0	123.0
2012-08-17	5		2.1915631	5.671778	-75.0	123.0
2012-08-18	1		0.20898914	4.187378	-75.0	123.0
2012-08-18	5		0.20898914	4.187378	-75.0	123.0
2012-08-19	1		0.7524895	-1.0291514	-75.0	123.0
2012-08-19	5		0.7524895	-1.0291514	-75.0	123.0
2012-08-20	1		0.6062735	-0.6209636	-75.0	123.0
2012-08-20	5		0.6062735	-0.6209636	-75.0	123.0
2012-08-21	1		0.3782919	-0.019471645	-75.0	123.0
2012-08-21	5		0.3782919	-0.019471645	-75.0	123.0
2012-08-22	1		0.104136825	0.47682714	-75.0	123.0
2012-08-22	5		0.104136825	0.47682714	-75.0	123.0
2012-08-23	1		0.36001486	0.24306345	-75.0	123.0
2012-08-23	5		0.36001486	0.24306345	-75.0	123.0
2012-08-24	1		0.48891586	-1.044436	-75.0	123.0
2012-08-24	5		0.48891586	-1.044436	-75.0	123.0
2012-08-25	1		0.028142989	-0.9023795	-75.0	123.0
2012-08-25	5		0.028142989	-0.9023795	-75.0	123.0
2012-08-26	1		0.030066907	-1.3087687	-75.0	123.0
2012-08-26	5		0.030066907	-1.3087687	-75.0	123.0
2012-08-27	1		-0.027649939	-1.3465304	-75.0	123.0
2012-08-27	5		-0.027649939	-1.3465304	-75.0	123.0
2012-08-28	1		-0.070937574	-0.1885004	-75.0	123.0
2012-08-28	5		-0.070937574	-0.1885004	-75.0	123.0
2012-08-29	1		0.014675736	0.2619443	-75.0	123.0
2012-08-29	5		0.014675736	0.2619443	-75.0	123.0
2012-08-30	1		0.724593	0.3419633	-75.0	123.0
2012-08-30	5		0.724593	0.3419633	-75.0	123.0
2012-08-31	1		1.1064861	0.60989285	-75.0	123.0
2012-08-31	5		1.1064861	0.60989285	-75.0	123.0
2012-09-01	1		1.5153139	0.9686303	-75.0	123.0
2012-09-01	5		1.5153139	0.9686303	-75.0	123.0
2012-09-02	1		3.0476964	-0.18760157	-75.0	123.0
2012-09-02	5		3.0476964	-0.18760157	-75.0	123.0
2012-09-03	1		2.4262784	-0.5139718	-75.0	123.0
2012-09-03	5		2.4262784	-0.5139718	-75.0	123.0
2012-09-04	1		0.5985779	-0.9500313	-75.0	123.0
2012-09-04	5		0.5985779	-0.9500313	-75.0	123.0
2012-09-05	1		-0.0016773939	-0.76391935	-75.0	123.0
2012-09-05	5		-0.0016773939	-0.76391935	-75.0	123.0
2012-09-06	1		-0.6384866	-0.09589434	-75.0	123.0
2012-09-06	5		-0.6384866	-0.09589434	-75.0	123.0
2012-09-07	1		-0.74911064	0.5559473	-75.0	123.0
2012-09-07	5		-0.74911064	0.5559473	-75.0	123.0
2012-09-08	1		0.24458122	1.5098834	-75.0	123.0
2012-09-08	5		0.24458122	1.5098834	-75.0	123.0
2012-09-09	1		0.3407759	1.8326571	-75.0	123.0
2012-09-09	5		0.3407759	1.8326571	-75.0	123.0
2012-09-10	1		-0.5442158	1.4226713	-75.0	123.0
2012-09-10	5		-0.5442158	1.4226713	-75.0	123.0
2012-09-11	1		-0.2979572	1.7076833	-75.0	123.0
2012-09-11	5		-0.2979572	1.7076833	-75.0	123.0
2012-09-12	1		0.15415812	1.0054932	-75.0	123.0
2012-09-12	5		0.15415812	1.0054932	-75.0	123.0
2012-09-13	1		0.017561555	-0.3602271	-75.0	123.0
2012-09-13	5		0.017561555	-0.3602271	-75.0	123.0
2012-09-14	1		0.27440155	0.6926093	-75.0	123.0
2012-09-14	5		0.27440155	0.6926093	-75.0	123.0
2012-09-15	1		-0.28833774	1.665426	-75.0	123.0
2012-09-15	5		-0.28833774	1.665426	-75.0	123.0
2012-09-16	1		0.17051125	2.048439	-75.0	123.0
2012-09-16	5		0.17051125	2.048439	-75.0	123.0
2012-09-17	1		1.7769637	1.7256653	-75.0	123.0
2012-09-17	5		1.7769637	1.7256653	-75.0	123.0
2012-09-18	1		2.0222604	0.99020815	-75.0	123.0
2012-09-18	5		2.0222604	0.99020815	-75.0	123.0
2012-09-19	1		1.734638	-0.92485666	-75.0	123.0
2012-09-19	5		1.734638	-0.92485666	-75.0	123.0
2012-09-20	1		0.9679658	-0.62366104	-75.0	123.0
2012-09-20	5		0.9679658	-0.62366104	-75.0	123.0
2012-09-21	1		1.5999653	4.0561104	-75.0	123.0
2012-09-21	5		1.5999653	4.0561104	-75.0	123.0
2012-09-22	1		-1.3378224	3.9266415	-75.0	123.0
2012-09-22	5		-1.3378224	3.9266415	-75.0	123.0
2012-09-23	1		1.0833995	0.91018915	-75.0	123.0
2012-09-23	5		1.0833995	0.91018915	-75.0	123.0
2012-09-24	1		1.3662121	2.7758043	-75.0	123.0
2012-09-24	5		1.3662121	2.7758043	-75.0	123.0
2012-09-25	1		0.20898914	1.0729246	-75.0	123.0
2012-09-25	5		0.20898914	1.0729246	-75.0	123.0
2012-09-26	1		1.1055243	-0.4339528	-75.0	123.0
2012-09-26	5		1.1055243	-0.4339528	-75.0	123.0
2012-09-27	1		0.5177743	-0.30268526	-75.0	123.0
2012-09-27	5		0.5177743	-0.30268526	-75.0	123.0
2012-09-28	1		-0.6182858	-0.4123745	-75.0	123.0
2012-09-28	5		-0.6182858	-0.4123745	-75.0	123.0
2012-09-29	1		-0.25755543	-2.2069612	-75.0	123.0
2012-09-29	5		-0.25755543	-2.2069612	-75.0	123.0
2012-09-30	1		0.2551626	-0.6245599	-75.0	123.0
2012-09-30	5		0.2551626	-0.6245599	-75.0	123.0
2012-10-01	1	-53.05974			-75.0	123.0
2012-10-01	5				-75.0	123.0
2012-10-02	1	-51.455017			-75.0	123.0
2012-10-02	5				-75.0	123.0
2012-10-03	1	-47.767487			-75.0	123.0
2012-10-03	5				-75.0	123.0
2012-10-04	1	-51.25531			-75.0	123.0
2012-10-04	5				-75.0	123.0
2012-10-05	1	-53.514816			-75.0	123.0
2012-10-05	5				-75.0	123.0
2012-10-06	1	-49.52951			-75.0	123.0
2012-10-06	5				-75.0	123.0
2012-10-07	1	-48.674133			-75.0	123.0
2012-10-07	5				-75.0	123.0
2012-10-08	1	-49.368683			-75.0	123.0
2012-10-08	5				-75.0	123.0
2012-10-09	1	-50.094177			-75.0	123.0
2012-10-09	5				-75.0	123.0
2012-10-10	1	-48.422287			-75.0	123.0
2012-10-10	5				-75.0	123.0
2012-10-11	1	-44.606644			-75.0	123.0
2012-10-11	5				-75.0	123.0
2012-10-12	1	-39.41336			-75.0	123.0
2012-10-12	5				-75.0	123.0
2012-10-13	1	-47.744522			-75.0	123.0
2012-10-13	5				-75.0	123.0
2012-10-14	1	-48.576935			-75.0	123.0
2012-10-14	5				-75.0	123.0
2012-10-15	1	-45.041397			-75.0	123.0
2012-10-15	5				-75.0	123.0
2012-10-16	1	-42.82518			-75.0	123.0
2012-10-16	5				-75.0	123.0
2012-10-17	1	-44.52623			-75.0	123.0
2012-10-17	5				-75.0	123.0
2012-10-18	1	-44.800156			-75.0	123.0
2012-10-18	5				-75.0	123.0
2012-10-19	1	-45.058197			-75.0	123.0
2012-10-19	5				-75.0	123.0
2012-10-20	1	-43.53035			-75.0	123.0
2012-10-20	5				-75.0	123.0
2012-10-21	1	-46.82904			-75.0	123.0
2012-10-21	5				-75.0	123.0
2012-10-22	1	-46.42433			-75.0	123.0
2012-10-22	5				-75.0	123.0
2012-10-23	1	-44.48912			-75.0	123.0
2012-10-23	5				-75.0	123.0
2012-10-24	1	-44.024307			-75.0	123.0
2012-10-24	5				-75.0	123.0
2012-10-25	1	-43.757446			-75.0	123.0
2012-10-25	5				-75.0	123.0
2012-10-26	1	-44.383957			-75.0	123.0
2012-10-26	5				-75.0	123.0
2012-10-27	1	-45.07498			-75.0	123.0
2012-10-27	5				-75.0	123.0
2012-10-28	1	-43.174225			-75.0	123.0
2012-10-28	5				-75.0	123.0
2012-10-29	1	-42.902054			-75.0	123.0
2012-10-29	5				-75.0	123.0
2012-10-30	1	-44.536835			-75.0	123.0
2012-10-30	5				-75.0	123.0
2012-10-31	1	-47.08			-75.0	123.0
2012-10-31	5				-75.0	123.0
2012-11-01	1	-43.137115			-75.0	123.0
2012-11-01	5				-75.0	123.0
2012-11-02	1	-42.892334			-75.0	123.0
2012-11-02	5				-75.0	123.0
2012-11-03	1	-41.07112			-75.0	123.0
2012-11-03	5				-75.0	123.0
2012-11-04	1	-36.76062			-75.0	123.0
2012-11-04	5				-75.0	123.0
2012-11-05	1	-39.835754			-75.0	123.0
2012-11-05	5				-75.0	123.0
2012-11-06	1	-42.96039			-75.0	123.0
2012-11-06	5				-75.0	123.0
2012-11-07	1	-40.52678			-75.0	123.0
2012-11-07	5				-75.0	123.0
2012-11-08	1	-39.779205			-75.0	123.0
2012-11-08	5				-75.0	123.0
2012-11-09	1	-39.976257			-75.0	123.0
2012-11-09	5				-75.0	123.0
2012-11-10	1	-38.428085			-75.0	123.0
2012-11-10	5				-75.0	123.0
2012-11-11	1	-39.843704			-75.0	123.0
2012-11-11	5				-75.0	123.0
2012-11-12	1	-36.908188			-75.0	123.0
2012-11-12	5				-75.0	123.0
2012-11-13	1	-37.028366			-75.0	123.0
2012-11-13	5				-75.0	123.0
2012-11-14	1	-33.3002			-75.0	123.0
2012-11-14	5				-75.0	123.0
2012-11-15	1	-37.488754			-75.0	123.0
2012-11-15	5				-75.0	123.0
2012-11-16	1	-34.811264			-75.0	123.0
2012-11-16	5				-75.0	123.0
2012-11-17	1	-32.120514			-75.0	123.0
2012-11-17	5				-75.0	123.0
2012-11-18	1	-30.40268			-75.0	123.0
2012-11-18	5				-75.0	123.0
2012-11-19	1	-30.685455			-75.0	123.0
2012-11-19	5				-75.0	123.0
2012-11-20	1	-33.73938			-75.0	123.0
2012-11-20	5				-75.0	123.0
2012-11-21	1	-34.577972			-75.0	123.0
2012-11-21	5				-75.0	123.0
2012-11-22	1	-33.860443			-75.0	123.0
2012-11-22	5				-75.0	123.0
2012-11-23	1	-32.84247			-75.0	123.0
2012-11-23	5				-75.0	123.0
2012-11-24	1	-33.34262			-75.0	123.0
2012-11-24	5				-75.0	123.0
2012-11-25	1	-32.97766			-75.0	123.0
2012-11-25	5				-75.0	123.0
2012-11-26	1	-33.48224			-75.0	123.0
2012-11-26	5				-75.0	123.0
2012-11-27	1	-34.41539			-75.0	123.0
2012-11-27	5				-75.0	123.0
2012-11-28	1	-32.110794			-75.0	123.0
2012-11-28	5				-75.0	123.0
2012-11-29	1	-30.312546			-75.0	123.0
2012-11-29	5				-75.0	123.0
2012-11-30	1	-29.524323			-75.0	123.0
2012-11-30	5				-75.0	123.0
2012-12-01	1	-32.099304			-75.0	123.0
2012-12-01	5				-75.0	123.0
2012-12-02	1	-30.280731			-75.0	123.0
2012-12-02	5				-75.0	123.0
2012-12-03	1	-29.762909			-75.0	123.0
2012-12-03	5				-75.0	123.0
2012-12-04	1	-27.867462			-75.0	123.0
2012-12-04	5				-75.0	123.0
2012-12-05	1	-29.569397			-75.0	123.0
